courseId,set,text,optionA,optionB,optionC,optionD,correct,explanation
aigf,7,GCU means ___________________,Goods Combustion Unit,Gas Consumption Unit,Gas Combustion Unit,Gas Combining Unit,C,
aigf,7,_____________ utilized for gas freeing of tanks may be provided externally to the ship.,Non-Toxic gas,Inert gas,Green gas,Toxic gas,B,
aigf,7,Spaces surrounding fuel tanks is filled with which type of air?,moistured air,vapour,cool air,dry air,D,
aigf,7,What is electrically bonded in ship's structure?,sea water line,All gasketed pipe joints,All non-gasketed pipe joints,fresh water line,B,
aigf,7,All pipelines isolated in a liquid full condition are provided with ___________,butterfly valves,relief valves,control valves,diaphgramvalves,B,
aigf,7,Pipework contain ____________ which is thermally insulated to an extent which will minimize condensation of moisture,high temperature liquid,low pressure liquid,high pressure liquid,low temperature liquid,D,
aigf,7,Pipework contain low temperature liquid or gas which is thermally insulated to an extent which will ___________,maximize evaporation of moisture,minimize condensation of moisture,maximize condensation of moisture,minimize evaporation of moisture,B,
aigf,7,"Piping other than fuel supply piping, what is arranged in the double wall piping?",fresh water,sea water,cabling,none of the above,C,
aigf,7,"Piping other than cabling, what is arranged in the double wall piping?",fresh water,fuel supply piping,sea water,none of the above,B,
aigf,7,What is provided that they do not create a source of ignition compromise the integrity of the double pipe?,drain,duct,closure,entry,B,
aigf,7,"In the minimum wall thickness, t=(to + b + c)/(1 - a/100)(mm), What is to?",design pressure,theoretical thickness,allowance for bending,corrosion allowance,B,
aigf,7,"Indicators fitted on the navigation bridge, ,the engine control room and the manoeuvring platform operation of Main engine",manoeuvring platform,Deck,Pump room,none of the above,A,
aigf,7,"Indicators fitted on the ____________ ,the engine control room and the manoeuvring platform operation of Main engine","navigation bridge,",Deck,Pump room,none of the above,A,
aigf,7,Where is permanently installed gas detectors fitted?,the tank connection spaces,in all ducts around gas pipes,remote operation,both (a) and (b),D,
aigf,7,Where is redundant gas detection systems be provided?,ESD-protected detection space,ESD-protected machinery space,ESD-unprotected machinery space,ESD-unprotected detection space,B,
aigf,7,In which area electrical equipment or wiring are not installed unless essential for operational purposes or safety enhancement?,Gas free area,protected area,safe area,hazardous areas,D,
aigf,7,How is the lighting system in hazardous areas be divided ?,at least three branch circuits,at least five branch circuits,single circuits,at least two branch circuits,D,
aigf,7,Where will the switches and protective devices interrupt all poles or phases are provided,toxic area,Gas area,non-hazardous area,hazardous area,C,
aigf,7,The liquefied gas fuel containment system structure and its structural components shall withstand _______________ without loss of containment,loads liable to occur during its construction,testing,anticipated use in service,All the above,D,
aigf,7,The liquefied gas fuel containment system structure and its structural components shall withstand loads liable to occur during its ____________ without loss of containment.,construction,testing,anticipated use in service,All the above,D,
aigf,8,In Ultimate Design Conditions –the design shall take into account proper combinations of which type of loads?,Internal pressure,External pressure,Dynamic loads due to the motion of the ship in all loading conditions,All the above,D,
aigf,8,What are the accident design conditions addressed in IGF Code?,Collision,Fire,Flooded compartment causing buoyancy on tank,All the above,D,
aigf,8,The hull structure may be designed as a secondary barrier where the liquefied gas fuel temperature at atmospheric pressure is not below minus 55°C on ______________,the hull material can be suitable for the liquefied gas fuel temperature at atmospheric pressure,the design can be such that this temperature will not result in unacceptable hull stresses,both (a) and (b),none of the above,C,
aigf,8,In ship design and arrangement is to provide for,refuelling systems,space arrangements,mechanical protection of power generation equipment,All the above,D,
aigf,8,"the fuel when carried in a fuel containment system requiring a complete or partial secondary barrier,hold spaces shall be segregated from the sea by a double bottom.is carried at temperatures below ___________,",minus 10ºC,plus 10ºC,0ºC,none of the above,A,
aigf,8,"the fuel when carried in a fuel containment system requiring a complete or partial secondary barrier, at temperatures below ____________, the ship shall also have a longitudinal bulkhead forming side tanks",minus 55ºC,plus 55ºC,0ºC,none of the above,A,
aigf,8,Liquefied gas fuel containment systems can be designed in accordance with ___________ environmental conditions,north Indian ocean,north Atlantic,north Antartic,north Pacific,B,
aigf,8,Liquefied gas fuel containment systems can be designed with suitable safety margins such as ___________,to withstand in the intact condition,the environmental conditions anticipated for the liquefied gas fuel containment system's design life and the loading conditions appropriate for them,being appropriate for uncertainties in loads,All the above,D,
aigf,8,What criteria to be considered when establishing functional loads?,Internal pressure,External pressure,Thermally induced loads,All the above,D,
aigf,8,What are the cases Internal pressure in Liquefied gas fuel containment safety principles ?,Po shall not be less than MARVS,Po shall not be less than the gauge vapour pressure of the liquefied gas fuel at a temperature of 45°C,both (a) and (b),none of the above,C,
aigf,8,External design pressure loads can be based on the difference between the,inside temperature and outside temperature,minimum internal pressure and the maximum external pressure to which any portion of the tank,No need to consider any pressure while designing,none of the above,B,
aigf,8,Where the liquefied gas fuel temperature at atmospheric pressure is not____________ the hull structure may be designed as a secondary barrier,below 255°C,below minus 55°C,below plus 55°C,above plus 55°C,B,
aigf,8,Stationary thermally induced loads shall be considered for liquefied gas fuel containment systems where,the design supporting arrangements or attachments,operating temperature may give rise to significant thermal stresses,both (a) and (b),none of the above,C,
aigf,8,The static component of loads resulting _____________ can be considered.,"from interaction between liquefied gas fuel containment system and the hull structure,","loads from associated structure and equipment,",both (a) and (b),All the above,C,
aigf,8,Environmental loads are not otherwise classified as a ____________,permanent load,functional load,accidental load,All the above,D,
aigf,8,"In dynamic loads reduction, Account may due to necessary ___________",speed reduction,variation of heading,both (a) and (b),none of the above,C,
aigf,8,The accelerations acting on tanks shall be estimated at their centre of gravity and includes which type of components?,"vertical acceleration: motion accelerations of heave, pitch and, possibly roll","transverse acceleration: motion accelerations of sway, yaw and roll and gravity component of roll",longitudinal acceleration: motion accelerations of surge and pitch and gravity component of pitch,All the above,D,
aigf,8,The dynamic component of loads resulting from interaction between ___________,liquefied gas fuel containment systems,the hull structure,including loads from associated structures and equipment,All the above,D,
aigf,8,Accidental loads are loads that are imposed on a liquefied gas fuel containment system and it's supporting arrangements under ______________ conditions,abnormal,unplanned,both (a) and (b),none of the above,C,
aigf,8,The structural design can take into account the possibility of ________,plastic deformation,buckling,fatigue failure,All the above,D,
aigf,8,With reference to load calculation LRFD means ____________________,Load Resistance Factor Design,Level Resistance Factor Design,Level Reaction Factor Design,Load Resistance Fever Design,A,
aigf,8,"In Structural analysis, The design analyses is based on accepted principles of ___________",statics load,dynamics load,strength of materials,All the above,D,
aigf,8,Simplified methods or simplified analyses may be used to calculate the ____________,dynamics effects,load effects,theory effects,statics effects,B,
aigf,8,"In structural analysis, the most unfavourable scenarios for all relevant phases during ____________ shall be considered",construction stage,handling stage,testing stage,All the above,D,
aigf,8,How is Structural capacity determined?,testing,analysis,both (a) and (b),none of the above,C,
aigf,8,How is Structural capacity determined by simplified linear elastic analysis or by Code provisions?,Plastic deformation and buckling shall be considered,Analysis shall be based on characteristic load values,both (a) and (b),none of the above,C,
aigf,8,How is Structural capacity How is analysis based on characteristic load values follows for Environmental Loads?,strength Values,Specified Values,For wave loads; most probable largest load encountered during 108 wave encounters,Expected Values,C,
aigf,8,Stresses may be further limited by ____________,fatigue analysis,crack propagation analysis,buckling criteria,All the above,D,
aigf,8,On what basis analysis based on characteristic load values for Permanent Loads?,"Expected Load History, but not less than 108 cycles",Expected Values,Dynamic Valves,Specified Values,B,
aigf,8,On what basis analysis based on characteristic load values for Functional Loads?,Specified Values,"Expected Load History, but not less than 108 cycles",Expected Values,Dynamic Valves,A,
aigf,9,On what basis analysis based on characteristic load values for Environmental Loads?,Dynamic Valves,Specified Values,"Expected Load History, but not less than 108 cycles",Expected Values,C,
aigf,9,Fracture mechanics analyses of fatigue crack growthis carried out by?,Crack propagation paths in the structure,Crack growth rate,The time required for a crack to propagate to cause a leakage from the tank,All the above,D,
aigf,9,The accidental design condition is a design condition for _________ with extremely LOW PROBABILITY of occurrence,environmental load,accidental loads,static load,gravity load,B,
aigf,9,IMDG Code means,Indian Maritime Dangerous Goods Code,International Maritime Dangerous Goods Code,International Marine Dangerous Goods Code,International Maritime Deck Goods Code,B,
aigf,9,Reliquefaction of vapours method chosen shall be capable of maintaining tank pressure ___________ of the tank for a period of 15 days assuming full tank at normal service pressure,above the set pressure,below the set pressure,below the set volume,above the set volume,B,
aigf,9,How is reliquefaction system be designed and calculated?,"a direct system where evaporated fuel is compressed, condensed and returned to fuel tanks","an indirect system where evaporated fuel is compressed, condensed and returned to fuel tanks","a direct system where evaporated fuel is compressed, condensed and returned to cargo tanks","an indirect system where evaporated fuel is compressed, condensed and returned to cargo tanks",A,
aigf,9,Which method is used in case of a single failure of the fuel tank pressure and temperature can be maintained by another service/system ?,Primary system and its supporting auxiliary services,Refrigerants system and its supporting auxiliary services,The availability of the system and its supporting auxiliary services,The non-availability of the system and its supporting auxiliary services,C,
aigf,9,___________ are for maintaining the pressure and temperature of the gas fuel tanks within their design ranges,Primary system,Heat exchangers,Freezing,none of the above,B,
aigf,9,Heat exchanger's standby heat exchanger have a capacity ____________ of the largest required capacity for pressure control.,inadequacy of 25%,lack of 25%,in excess of 25%,need of 25%,C,
aigf,9,Interbarrier and hold spaces associated with cargo containment systems for ______________ requiring full or partial secondary barriers shall be inerted with a suitable dry inert gas,inflammable gases,Inert gas,flammable gases,Green gas,C,
aigf,9,Interbarrier and hold spaces associated with cargo containment systems are kept inerted with make-up gas provided by a shipboard _________________,flammable gas generation system,Green gas generation system,inert gas generation system,toxic gas generation system,C,
aigf,9,Equipment for the provision of _______________ of suitable quality to satisfy the expected demand for dry air shall be provided.,sufficient moistured air,sufficient dry air,insufficient dry air,insufficient moistured air,B,
aigf,9,The connections to the gas piping systems are _______________,hazardous,non-permanent,permanent,non-hazardous,B,
aigf,9,"In connections to the gas piping systems, what are substituted for the valves?",two nonreturn valves,two return valves,single nonreturn valves,multi nonreturn valves,A,
aigf,9,How is the arrangement for each space being inerted ?,groups,multi space,isolated,none of the above,C,
aigf,9,What is provided for controlling pressure in isolated spaces?,closable non-return valve,relief valves,two nonreturn valves,single nonreturn valves,B,
aigf,9,What is the goal of material and general pipe design?,to ensure the safe handling of cargoes,to ensure the safe handling of pipes,to ensure the safe handling of gas fuel,to ensure the safe handling of drinking water,C,
aigf,9,Under which condition goal of material and general pipe design works?,only on limited conditions,based on the best condition,based on the fuel,under all operating conditions,D,
aigf,9,What does goal of material and general pipe design minimize?,the risk to the ship,risk personnel,both (a) and (b),none of the above,C,
aigf,9,What is fuel piping capable of?,eliminate vaccum space,eliminate thermal expansion,absorbing thermal expansion,absorbing vaccum space,C,
aigf,9,"In Provision made in Functional requirements, fuel tanks from excessive stresses are due to _________",pressure movement,thermal movement,vaccum movement,none of the above,B,
aigf,9,What is not essential to the structural completeness of the ship's hull?,Enclosed tank,An independent tank,Dependent tank,none of the above,B,
aigf,9,Which tank contains the fuel-containment envelope which forms part of the ship's hull and by the same loads which stress the contiguous hull structure?,Gravity tank,Integral tank,both (a) and (b),none of the above,B,
aigf,9,Which type of test covers the tensile strength not less than the specified minimum tensile strength?,Tensile tests,Charpy V-notch impact tests,Bend tests,All of the above,A,
aigf,9,Which type of test conducted at the temperature prescribed for the base material being joined?,Tensile tests,Charpy V-notch impact tests,Bend tests,All of the above,B,
aigf,9,"What is the unit of theoretical thickness, to?",cm,mm,m,km,B,
aigf,9,"What is the unit of P,design pressure?",K,bar,Pa,mm,B,
aigf,9,"In the theoretical thickness, to=PD/(20Ke + P) (mm), What is D?",outside diameter,PRESSURE,theoretical thickness,pressure volume,A,
aigf,9,"In the theoretical thickness, What is the unit of D,outside diameter?",Bar,mm,Newtons,km,B,
aigf,9,"In the theoretical thickness, What is the unit of b,allowance for bending?",cm,mm,m,km,B,
aigf,10,"In allowance for bending,b = Dt0/2.5r (mm), What is r?",mean width of the bend,mean radius of the bend,mean diameter of the bend,mean length of the bend,B,
aigf,10,"In allowance for bending, What is the unit of r,mean radius of the bend?",m,cm,mm,km,C,
aigf,10,"In the minimum wall thickness, t=(to + b + c)/(1 - a/100)(mm), What is c?",cargo allowance,cargo limitation,corrosion condition,corrosion allowance,D,
aigf,10,"In the minimum wall thickness,What is the unit of corrosion allowance,c?",cm,mm,m,km,B,
aigf,10,The absolute minimum wall thickness are in accordance with,a standard acceptable to the Administration,own set of rules,both (a) and (b),none of the above,A,
aigf,10,"What is appropriate in greater design conditions used for piping, piping system and components?",for systems or components which may be separated from their control valves,for systems or components which may be separated from their relief valves,for systems or components which may be combined from their relief valves,for systems or components which may be combined from their control valves,B,
aigf,10,"In greater design conditions used for piping, piping system and components, What is the vapour pressure?",vapour pressure at 45°C,vapour pressure at 750°C,vapour pressure at 805°C,vapour pressure at 500°C,A,
aigf,10,"In greater design conditions used for piping, piping system and components,Where will be the initial condition of saturated vapour in the system?",vapour pressure system,system operating pressure,components operating pressure,gas pressure system,B,
aigf,10,"What is appropriate in greater design conditions used for piping, piping system and components?",the MARVS of the fuel tanks and pressure processing systems,the MARVS of the fuel tanks and gas processing systems,the MARVS of the fuel tanks and fuel processing systems,the MARVS of the vapour tanks and fuel processing systems,C,
aigf,10,Insulation spaces are continually supplied with an inert gas as part of ______________,leak detection system,lever detection system,lever defining system,leak defining system,A,
aigf,10,"In IGF Code, Secondary barrier means",to prevent the lowering of the temperature of the ship’s structure to an unsafe level,the liquid-resisting outer element of a fuel containment system designed to afford temporary containment of any envisaged leakage of liquid fuel through the primary barrier,both (a) and (b),none of the above,C,
aigf,10,"In IGF Code, Secondary protection means",the liquid-resisting outer element of a fuel containment system designed to afford temporary containment of any envisaged leakage of liquid fuel through the primary protection,a failure of the first barrier will not lead to a hazard because of the secondary protection,a failure of the first barrier will lead to a hazard because of the primary protection,the liquid-resisting outer element of a fuel containment system designed to afford temporary containment of any envisaged leakage of liquid fuel through the secondary protection,B,
aigf,10,What concept is applied to minimize the probability of a gas explosion in a machinery space with gas- fuelled machinery ?,Gas safe machinery spaces,Emergency Shutdown-protected machinery spaces,both (a) and (b),none of the above,C,
aigf,10,What is Gas safe machinery spaces?,"Arrangements in machinery spaces are such that the spaces are considered gas safe under all conditions, normal as well as abnormal conditions",Arrangements in machinery spaces are such that the spaces are considered non-hazardous,both (a) and (b),none of the above,A,
aigf,10,What is Emergency Shutdown-protected machinery spaces?,"Arrangements in machinery spaces are such that the spaces are considered gas safe under all conditions, normal as well as abnormal conditions","Arrangements in machinery spaces are such that the spaces are considered non-hazardous under normal conditions, but under certain abnormal conditions may have the potential to become hazardous",both (a) and (b),none of the above,B,
aigf,10,What will be the Gas safe machinery space failure?,a single failure cannot lead to release of fuel gas into the machinery space,a single failure may result in a gas release into the space,probable maximum leakage scenario due to technical failures,none of the above,A,
aigf,10,Potential dangers to be avoided include,exposure of ship materials to temperatures below acceptable limits,toxicity potential,flammable fuels spreading to locations with ignition sources,All the above,D,
aigf,10,The design life of fixed liquefied gas fuel containment system __________ whichever is greater,should not be less than the design life of the ship,20 years,both (a) and (b),none of the above,C,
aigf,10,"In Liquefied gas fuel containment, The design life of portable tanks shall not be less than",sthe design life of the ship,20 years,both (a) and (b),none of the above,B,
aigf,10,"The design of the secondary barrier, including spray shield if fitted will be __________",it is capable of containing any envisaged leakage of liquefied gas fuel for a period of 15 days,"physical, mechanical or operational events within the liquefied gas fuel tank",failure of a support or an attachment to the hull structure will not lead to loss of liquid tightness of both the primary and secondary barriers,All the above,D,
aigf,10,"The design of the secondary barrier, including spray shield if fitted will be __________",it is capable of being periodically checked for its effectiveness by means of a visual inspection,The secondary barrier shall fulfil its functional requirements at a static angle of heel of 30°,it is capable of containing any envisaged leakage of liquefied gas fuel for a period of 15 days,All the above,D,
aigf,10,"The partial secondary barrier include means to detect a leak in the primary barrier, provision such as a _____________",spray shield to deflect any liquefied gas fuel down into the partial secondary barrier,means to dispose of the liquid which may be by natural evaporation,both (a) and (b),none of the above,C,
aigf,10,What are the fundamentals to safety gas carriers?,segregation,seperation,air locks,All the above,D,
aigf,10,"In design loads, Load categories contains __________",environmental load,accidental load,permanent load,All the above,D,
aigf,10,"In design loads, the extent to which these loads depends on the ____________",Man taking sounding,type of water,design engineer,type of tank,D,
aigf,10,Permanent loads- Gravity loads depends on __________,weight of tank,thermal insulation weight load,loads caused by towers,All the above,D,
aigf,10,Gravity loads of structures and equipment acting ____________ on the tank,from air,externally,from bottom,from no where,B,
aigf,10,What is called Functional loads?,Gravity loads of structures and equipment acting externally on the tank,Loads arising from the operational use of the tank system,"The weight of tank, thermal insulation, loads caused by towers and other attachments",none of the above,B,
aigf,10,Permanent external loads,loads of structures and equipment acting externally on the tank,"The weight of tank, thermal insulation, loads caused by towers and other attachments",Loads arising from the operational use of the tank system,none of the above,A,
aigf,10,Gravity loads,Loads arising from the operational use of the tank system,"The weight of tank, thermal insulation, loads caused by towers and other attachments",loads of structures and equipment acting externally on the tank,none of the above,B,
aigf,11,"In structural analysis, ___________ may be used in combination with, or instead of, theoretical calculations.",integrity,Model tests,gravity tests,dynamic tests,B,
aigf,11,"In Load scenarios, What are the most unfavourable scenarios for all relevant phases are considered?",construction,handling,testing,All the above,D,
aigf,11,Reliquefaction systems has to be sized in a sufficient way also in case of ____________,effective consumption,greater consumption,no or low consumption,high consumption,C,
aigf,11,Thermal oxidation is done by consumption of the vapours according to the __________________.,regulations for consumers,regulations for cargo,regulations for ship,regulations for flag,A,
aigf,11,Insulation spaces are continually supplied with an inert gas as part of ______________,leak detection system,lever detection system,lever defining system,leak defining system,A,
aigf,11,Insulation spaces is provided to monitor the _______________,the quantity of vapour being supplied to individual spaces,the quantity of liquid being supplied to individual spaces,the quantity of fuel being supplied to individual spaces,the quantity of gas being supplied to individual spaces,D,
aigf,11,"In Gravity tank, what is the design pressure?",not greater than 0.07 MPa gauge at the bottom of the tank,not greater than 0.07 MPa gauge at the top of the tank,greater than 0.07 MPa gauge at the top of the tank,greater than 0.07 MPa gauge at the bottom of the tank,B,
aigf,11,What will be covered by cofferdams acting as secondary barriers?,Tanks for high-flashpoint liquids,Tanks for low-flashpoint liquids,Tanks for water,Tanks for high-flashpoint oils,B,
aigf,11,How is cofferdam arranged?,With no gas detection and possibility for water filling upon detection of leakage,With no gas detection and no possibility for water filling upon detection of leakage,With gas detection and possibility for water filling upon detection of leakage,With gas detection and no possibility for water filling upon detection of leakage,C,
aigf,11,How will be the access to tanks and cofferdams?,be indirect from open deck,be direct from open deck,be direct from closed deck,be indirect from closed deck,B,
aigf,11,What is the minimum clear opening of hatches or manholes?,no less than 6000by 800 mm,no greater than 800 by 800 mm,no less than 600 by 600 mm,none of the above,C,
aigf,11,What is the minimum clear opening of horizontal openings?,no greater than 500 by 500 mm,no greater than 600 by 600 mm,no less than 500 by 500 mm,no less than 600 by 600 mm,D,
aigf,11,What is the minimum clear opening of hatches or manholes through the length and breadth of the space?,less than 600 mm by 800 mm at the height of more than 600 mm from the bottom,not less than 600 mm by 800 mm at the height of not more than 600 mm from the bottom,less than 600 mm by 800 mm at the height of not more than 600 mm from the bottom,not less than 600 mm by 800 mm at the height of more than 600 mm from the bottom,B,
aigf,11,What is the minimum clear opening of vertical openings?,less than 600 mm by 800 mm at the height of more than 600 mm from the bottom,not less than 600 mm by 800 mm at the height of not more than 600 mm from the bottom,less than 600 mm by 800 mm at the height of not more than 600 mm from the bottom,not less than 600 mm by 800 mm at the height of more than 600 mm from the bottom,B,
aigf,11,"In pump room, what are the basic things present?",ventilation of the space,continuous gas detection,both (a) and (b),none of the above,C,
aigf,11,Pressure relief systems is for which type of fuel tanks?,high-flashpoint liquid fuel tanks,low-flashpoint liquid fuel tanks,both (a) and (b),none of the above,B,
aigf,11,What test is for Type A independent tanks?,hydrostatic test,hydropneumatic test,hydrodynamic test,both (a) and (b),D,
aigf,11,"For Type B tanks, the maximum primary membrane stress under test conditions of the yield will not _____________",not exceed 90%,exceed 90%,not exceed 50%,exceed 50%,A,
aigf,11,"For Type B tanks, the maximum primary maximum bending stress under test conditions of the yield will not _____________",exceed 50%,exceed 90%,not exceed 50%,not exceed 90%,A,
aigf,11,"For Type C tanks, What is the pressure vessel to a hydrostatic test at a pressure measured at the top of the tanks ?",less than 1.5 Po,not greater than 2.5 Po,not less than 1.5 Po,greater than 2.5 Po,C,
aigf,11,What is the temperature of the water used for the test above the nilductility transition temperature of the material?,below 30°C,at least 30°C,above 30°C,equal to 30°C,B,
aigf,11,"In Non destructive testing, What is the design temperatures?",colder than –200°C,colder than –500°C,colder than –300°C,colder than –10°C,D,
aigf,11,"During test, what is tested in valves?",width of the valve,operation of the valve,colour of the valve,length of the valve,B,
aigf,11,Which type of test covers the fracture acceptable after a 180° bend?,Tensile tests,Charpy V-notch impact tests,Bend tests,All of the above,C,
aigf,11,What IS prevented in good mechanical strength?,prevent damage,harmful,thermal expansion,none of the above,A,
aigf,11,Mechanical strength is impracticable or would cause ________,no stress,lower local stresses,excessive local stresses,none of the above,C,
aigf,11,"In allowable loads, liquid pressure surge during transfer operations cause",live loads,superimposed dead loads,superdead loads,superimposed loads,D,
aigf,11,"In allowable loads,the weight of suspended valves cause",superdead loads,live loads,superimposed loads,superimposed dead loads,C,
aigf,11,"In allowable loads, reaction to loading arm connections cause",superimposed loads,live loads,superimposed dead loads,superdead loads,A,
aigf,11,High pressure gas piping systems have ____________,sufficient destructive strength,sufficient constructive strength,insufficient constructive strength,insufficient destructive strength,B,
aigf,12,High pressure gas piping systems are confirmed by carrying out stress analysis of,stresses due to the length of the piping system,destresses due to the length of the piping system,stresses due to the weight of the piping system,destresse due to the weight of the piping system,C,
aigf,12,"In allowable stress, When the design temperature is _________ a complete stress analysis all the stresses happens.",minus 2200 C,plus 220 C,minus 110 C,plus 1100 C,C,
aigf,12,The arrangement and installation of gas piping provides the necessary flexibility to maintain the _________,cutting of the piping system,division of the piping system,abstinence of the piping system,integrity of the piping system,D,
aigf,12,"_______________ comply with a standard acceptable to the Administration, taking into account the design pressure.",pipes,Flanges,tubes,All of the above,D,
aigf,12,"In Piping fabrication, for bellows and expansion joints used in vapour service, a ____________ than defined in is accepted.",higher maximum design pressure,lower minimum design pressure,lower maximum design pressure,higher minimum design pressure,B,
aigf,12,"In Piping fabrication, All valves and expansion joints used in ____________",low pressure pipe system,high pressure pipe system,low pressure gas systems,high pressure gas systems,D,
aigf,12,"In Piping fabrication, The piping system shall be joined by welding with a ____________",minimum of tanks connections,minimum of flange connections,maximum of flange connections,maximum of tanks connections,B,
aigf,12,"In Piping fabrication, Gaskets shall be protected against ____________",blow-out,light,mild occurance,All of the above,A,
aigf,12,"In Piping fabrication, ____________ are protected against blow-out.",nut,liner,Gaskets,seal,C,
aigf,12,Piping fabrication and joining details shall comply with ___________,Direct connections,Diverted connections,parallel connections,Indirect connections,A,
aigf,12,"In Expansion joints of Piping fabrication, Where bellows and expansion joints are provided in accordance with _____________",bellows are disconnected,bellows are removed,bellows shall be protected against icing,bellows shall be unprotected against icing,C,
aigf,12,"In Expansion joints of Piping fabrication, In other connections,___________ is joined in accordance but for other exceptional cases the Administration or its Recognized Organization may consider alternative arrangements.",temperature meter,presssure gauge,steel joints,Piping connections,D,
aigf,12,"In Direct connections of Piping fabrication, ____________ with complete penetration at the root may be used in all applications",U-groove weld,Butt-welded joints,lap joints,corner joints,B,
aigf,12,"In Direct connections of Piping fabrication,For design temperatures colder than__________ butt welds will be either double welded or equivalent to a double welded butt joint.",plus 5000°C,minus 10°C,minus 500°C,plus 100°C,B,
aigf,12,"In Piping fabrication,What is accomplished by use of a backing ring, consumable insert or inert gas back- up on the first pass?",Indirect connections,parallel connections,Direct connections,Diverted connections,C,
aigf,12,"In Piping fabrication, For design pressures in ______________ and design temperatures of minus 10°C or colder, backing rings will be removed.",20 bar,30 bar,40 bar,10 bar,D,
aigf,12,"In Piping fabrication, For design pressures in 10 bar and design temperatures of ___________, backing rings will be removed.",plus 5°C,minus 10°C,minus 5°C,plus 10°C,B,
aigf,12,"In Direct connections of Piping fabrication, ____________ with sleeves and related welding, having dimensions in accordance with recognized standards",socket welded joints,T - welded joints,Slip-on welded joints,U- welded joints,C,
aigf,12,"In Direct connections of Piping fabrication, Slip-on welded joints are only be used for instrument lines and open-ended lines with an ___________",external diameter of 50 mm or more,internal diameter of 50 mm or more,internal diameter of 50 mm or less,external diameter of 50 mm or less,D,
aigf,12,"In Direct connections of Piping fabrication, Slip-on welded joints are only be used for instrument lines and design temperatures not colder than _______________",minus 1000°C,minus 5000°C,minus 55°C,plus 55°C,C,
aigf,12,"In Direct connections of Piping fabrication, ____________ used for accessory lines and instrumentation lines with external diameters of 25 mm or less.",Screwed couplings,glued coupling,threaded coupling,All of the above,A,
aigf,12,"In Direct connections of Piping fabrication, Screwed couplings used for accessory lines and instrumentation lines with _______________",internal diameters of 25 mm or more,external diameters of 25 mm or less,internal diameters of 25 mm or less,external diameters of 25 mm or more,B,
aigf,12,"In Direct connections of Flanged connections, Flanges in flange connections will be of ____________",U welded type,slip-on or socket welded type,butt welded type,t-welded type,B,
aigf,12,"In Direct connections of Flanged connections, For all piping except open ended, what restrictions is applied?","For design temperatures colder than minus 55°C, only welded threaded flanges shall be used","For design temperatures colder than minus 55°C, only welded lap flanges shall be used","For design temperatures colder than minus 55°C, only welded neck flanges shall be used","For design temperatures colder than minus 55°C, only welded slip on flanges shall be used",C,
aigf,12,"In Direct connections of Flanged connections, For all piping except open ended, For design temperatures ___________ only welded neck flanges shall be used.",colder than minus 1000°C,colder than minus 55°C,colder than minus 3400°C,colder than minus 4400°C,B,
aigf,12,"In Direct connections of Flanged connections, For design temperatures ____________ slip-on flanges shall not be used in nominal sizes above 100 mm",colder than minus 30°C,colder than minus 20°C,colder than minus 150°C,colder than minus 10°C,D,
aigf,12,"In Direct connections of Flanged connections, For design temperatures colder than minus 10°C slip-on flanges will not be used in nominal sizes _________",above 500 mm,above 100 mm,above 10 mm,above 250 mm,B,
aigf,12,"In Direct connections of Flanged connections, welded flanges shall not be used in nominal sizes _______________",above 50 mm,below 50 mm,above 25 mm,below 25 mm,A,
aigf,12,Deep well pump is the type of ____________ cargo pump found on gas carriers.,gear,centrifugal,diaphragm,reciprocating,B,
aigf,12,"In Deep well pump, the prime mover is usually an ________",electric motor,hydraulic motor,both (a) and (b),none of the above,C,
aigf,13,"In Deep well pump, the motor is usually mounted on the top of the ________________",cargo tanks,drives via long transmission shaft,both (a) and (b),none of the above,C,
aigf,13,"In Deep well pump, the motor is usually mounted on the top of the cargo tanks and drives via ________",a long transmission shaft,through a double seal arrangement,the pump assembly located in the bottom of the tank,All of the above,D,
aigf,13,"In deep well pump, the cargo discharge pipeline surrounds the drive shaft and also it __________",heats up the bearings,the shaft bearings are cooled,lubricated by the liquid being pumped,both answer b and c,D,
